players,assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage,kd_ratio,damage_per_match,headshots_per_match,kills_per_match,,
2154,2761,1372570,5160,immortal,1681,7536,433,7091,1423967,17.40,200.81,0.73,1.06,,
2155,2759,1423258,5769,immortal,1616,8597,468,7386,1620886,18.37,219.45,0.78,1.16,,
2156,2756,1537374,6066,immortal,1694,8562,493,7845,1618913,17.37,206.36,0.77,1.09,,
2157,2738,2029003,9168,ascendant,2101,11808,651,10643,2166029,18.14,203.52,0.86,1.11,,
2158,2718,1097678,3849,immortal,1360,5646,351,5812,1099939,16.09,189.25,0.66,0.97,,
2159,2698,1605417,5818,ascendant,1799,8613,515,8174,1639695,16.72,200.60,0.71,1.05,,
2160,2687,1396222,5329,immortal,1391,7903,478,7259,1501656,16.53,206.87,0.73,1.09,,
2161,2681,1575843,5976,immortal,1883,8993,505,8057,1685056,17.81,209.14,0.74,1.12,,
2162,2678,1407259,4586,immortal,1458,7722,477,7440,1470038,16.19,197.59,0.62,1.04,,
2163,2658,1573985,5950,immortal,1926,7848,499,8198,1496700,15.73,182.57,0.73,0.96,,
2164,2651,1279558,3625,immortal,1419,5524,389,6741,1073740,14.20,159.28,0.54,0.82,,
2165,2649,1234186,4335,immortal,1615,6782,390,6420,1255311,17.39,195.53,0.68,1.06,,
2166,2649,1145948,4588,immortal,1187,6878,379,5995,1285742,18.15,214.47,0.77,1.15,,
2167,2644,1315765,5673,immortal,1435,7831,437,6799,1431730,17.92,210.58,0.83,1.15,,
2168,2639,1234089,3984,immortal,1388,6099,371,6158,1139304,16.44,185.01,0.65,0.99,,
2169,2632,1322270,4121,immortal,1486,7611,442,6876,1414701,17.22,205.74,0.60,1.11,,
2170,2620,1579847,5563,immortal,1830,7286,480,7950,1338316,15.18,168.34,0.70,0.92,,
2171,2612,1478372,4864,immortal,2028,6643,485,7946,1322409,13.70,166.42,0.61,0.84,,
2172,2609,1537836,5950,immortal,1687,8560,493,7990,1606109,17.36,201.01,0.74,1.07,,
2173,2605,1093742,3810,immortal,1264,6263,399,5814,1208225,15.70,207.81,0.66,1.08,,
2174,2595,1354687,4863,immortal,1392,7055,437,6947,1347838,16.14,194.02,0.70,1.02,,
2175,2594,1205777,4958,immortal,1354,5958,355,6136,1128004,16.78,183.83,0.81,0.97,,
2176,2592,1167978,4513,immortal,1431,6214,370,6113,1211294,16.79,198.15,0.74,1.02,,
2177,2589,1310110,5139,immortal,1404,7610,450,6748,1446198,16.91,214.32,0.76,1.13,,
2178,2587,1527489,5104,immortal,1783,7607,484,7608,1399139,15.72,183.90,0.67,1.00,,
2179,2565,1425871,5694,immortal,1677,8201,463,7466,1520070,17.71,203.60,0.76,1.10,,
2180,2553,1309044,4451,immortal,1566,6683,418,6843,1257292,15.99,183.73,0.65,0.98,,
2181,2552,1441853,5505,ascendant,1518,7589,502,7564,1403342,15.12,185.53,0.73,1.00,,
2182,2551,1227369,4508,immortal,1375,6301,357,6234,1156044,17.65,185.44,0.72,1.01,,
2183,2548,1347282,4065,immortal,1526,6710,420,7172,1274810,15.98,177.75,0.57,0.94,,
2184,2545,1066751,3993,immortal,1233,5956,353,5529,1124539,16.87,203.39,0.72,1.08,,
2185,2542,1571435,5592,immortal,1700,7898,463,7813,1496140,17.06,191.49,0.72,1.01,,
2186,2542,1611167,6495,immortal,1954,9195,518,8299,1687189,17.75,203.30,0.78,1.11,,
2187,2537,1699195,7145,immortal,2255,9603,524,9000,1766834,18.33,196.31,0.79,1.07,,
2188,2532,1312268,4816,immortal,1364,7831,428,6734,1439300,18.30,213.74,0.72,1.16,,
2189,2529,1812159,6122,immortal,1476,9423,625,9501,1770819,15.08,186.38,0.64,0.99,,
2190,2529,1504820,5546,immortal,1703,7807,470,7840,1477265,16.61,188.43,0.71,1.00,,
2191,2527,1693505,5375,immortal,1888,9042,545,8867,1679594,16.59,189.42,0.61,1.02,,
2192,2523,1382379,5403,immortal,1698,7436,453,7349,1388384,16.42,188.92,0.74,1.01,,
2193,2520,1484652,4661,immortal,1361,7507,487,7767,1485772,15.41,191.29,0.60,0.97,,
2194,2514,1328886,5526,immortal,1532,7203,454,6877,1339261,15.87,194.74,0.80,1.05,,
2195,2514,1369209,6058,immortal,1680,7653,425,7284,1443738,18.01,198.21,0.83,1.05,,
2196,2510,1557445,6780,immortal,1802,8405,495,8122,1584565,16.98,195.10,0.83,1.03,,
2197,2510,1586852,4435,immortal,1884,8195,486,8356,1504545,16.86,180.06,0.53,0.98,,
2198,2502,1159479,3169,immortal,1384,5783,388,6148,1119166,14.90,182.04,0.52,0.94,,
2199,2496,1322976,5689,immortal,1604,7291,419,7031,1388308,17.40,197.46,0.81,1.04,,
2200,2494,1262562,4155,immortal,1324,6653,413,6631,1270417,16.11,191.59,0.63,1.00,,
2201,2493,1279558,4251,immortal,1376,6197,413,6562,1218512,15.00,185.69,0.65,0.94,,
2202,2480,1038604,3468,immortal,1257,4950,350,5423,926476,14.14,170.84,0.64,0.91,,
2203,2477,1428595,4876,immortal,1749,6942,475,7536,1317472,14.61,174.82,0.65,0.92,,
2204,2472,1296065,5073,immortal,1367,6793,421,6819,1276206,16.14,187.15,0.74,1.00,,
2205,2467,1690885,7824,immortal,2074,9472,535,8844,1750699,17.70,197.95,0.88,1.07,,
2206,2465,1593692,6272,immortal,1788,8224,480,8069,1583231,17.13,196.21,0.78,1.02,,
2207,2462,1404557,4837,immortal,1679,6889,459,7460,1312505,15.01,175.94,0.65,0.92,,
2208,2457,1199366,4170,immortal,1594,6073,372,6391,1143262,16.33,178.89,0.65,0.95,,
2209,2457,1554637,5758,immortal,1463,8759,512,8148,1652301,17.11,202.79,0.71,1.07,,
2210,2444,1377278,5214,immortal,1441,7247,456,7225,1371363,15.89,189.81,0.72,1.00,,
2211,2438,1118948,3975,immortal,1158,6166,367,5789,1163453,16.80,200.98,0.69,1.07,,
2212,2438,1066453,4495,immortal,1365,6103,337,5576,1116325,18.11,200.20,0.81,1.09,,
2213,2435,1055603,4123,immortal,1270,5894,356,5529,1115403,16.56,201.74,0.75,1.07,,
2214,2430,1790885,6901,immortal,2087,9207,542,9379,1718004,16.99,183.18,0.74,0.98,,
2215,2429,1256561,5282,immortal,1574,6746,408,6630,1288030,16.53,194.27,0.80,1.02,,
2216,2419,1522938,6081,ascendant,1439,8734,467,7412,1632540,18.70,220.26,0.82,1.18,,
2217,2418,1530211,5152,immortal,1593,8072,464,7866,1515493,17.40,192.66,0.65,1.03,,
2218,2414,1143921,3839,ascendant,1123,5903,375,5926,1190069,15.74,200.82,0.65,1.00,,
2219,2414,1403999,5915,ascendant,1549,7788,466,7262,1446258,16.71,199.15,0.81,1.07,,
2220,2402,1211441,4230,immortal,1472,6124,381,6300,1154256,16.07,183.22,0.67,0.97,,
2221,2399,1271333,4234,immortal,1543,6410,395,6544,1170491,16.23,178.86,0.65,0.98,,
2222,2396,1637984,8092,immortal,1717,11100,487,8235,2023975,22.79,245.78,0.98,1.35,,
2223,2394,1371646,4611,immortal,1528,7200,463,7209,1374297,15.55,190.64,0.64,1.00,,
2224,2393,1705929,5759,immortal,1947,9272,539,8740,1706986,17.20,195.31,0.66,1.06,,
2225,2390,1378659,5038,immortal,1503,7340,433,7279,1461072,16.95,200.72,0.69,1.01,,
2226,2372,1424085,5493,immortal,1340,7747,500,7408,1486152,15.49,200.61,0.74,1.05,,
2227,2370,1385758,5061,immortal,1587,7539,464,7313,1455832,16.25,199.07,0.69,1.03,,
2228,2368,1355792,4190,immortal,1463,6598,416,6941,1278757,15.86,184.23,0.60,0.95,,
2229,2366,1591022,6091,immortal,1930,8294,507,8334,1534627,16.36,184.14,0.73,1.00,,
2230,2360,1454241,5568,immortal,1830,7184,447,7638,1350297,16.07,176.79,0.73,0.94,,
2231,2359,1577271,6149,immortal,1382,8816,560,8376,1670221,15.74,199.41,0.73,1.05,,
2232,2358,1136589,4439,immortal,1256,6115,359,5905,1148388,17.03,194.48,0.75,1.04,,
2233,2356,1186636,4606,ascendant,1263,6188,365,5868,1151083,16.95,196.16,0.78,1.05,,
2234,2352,1882907,7599,immortal,1914,10542,595,9722,2015715,17.72,207.34,0.78,1.08,,
2235,2352,1003148,3349,immortal,1066,5478,351,5247,1061621,15.61,202.33,0.64,1.04,,
2236,2343,1276404,4448,immortal,1591,6966,419,6694,1324537,16.63,197.87,0.66,1.04,,
2237,2336,1425768,6276,immortal,1652,7667,486,7472,1441064,15.78,192.86,0.84,1.03,,
2238,2324,1653215,6204,immortal,2016,9089,507,8782,1703145,17.93,193.94,0.71,1.03,,
2239,2323,1275273,5349,immortal,1332,7450,450,6736,1418920,16.56,210.65,0.79,1.11,,
2240,2318,1327985,4456,immortal,1468,6810,436,6921,1298729,15.62,187.65,0.64,0.98,,
2241,2306,1329106,4438,immortal,1564,7063,427,7003,1381535,16.54,197.28,0.63,1.01,,
2242,2294,1312586,5400,immortal,1289,8511,442,6785,1572019,19.26,231.69,0.80,1.25,,
2243,2293,1288878,5152,immortal,1479,7159,438,6917,1347821,16.34,194.86,0.74,1.03,,
2244,2292,1570594,6717,immortal,1748,8290,529,8221,1540033,15.67,187.33,0.82,1.01,,
2245,2290,1210632,3566,immortal,1530,5847,393,6147,1105433,14.88,179.83,0.58,0.95,,
2246,2290,1559237,6298,immortal,1797,8323,519,8130,1530453,16.04,188.25,0.77,1.02,,
2247,2289,1140260,5639,immortal,1396,6864,379,5934,1267791,18.11,213.65,0.95,1.16,,
2248,2288,1135367,4646,immortal,1333,6067,371,5816,1148789,16.35,197.52,0.80,1.04,,
2249,2285,952168,3715,immortal,1077,4982,315,5059,948505,15.82,187.49,0.73,0.98,,
2250,2283,1098984,4302,immortal,1253,5650,360,5748,1053226,15.69,183.23,0.75,0.98,,
2251,2276,1090168,3778,immortal,1189,5384,387,5819,1056494,13.91,181.56,0.65,0.93,,
2252,2275,1111790,4324,immortal,1215,6266,382,5743,1179432,16.40,205.37,0.75,1.09,,
2253,2274,1063130,4202,immortal,1013,5872,347,5517,1140679,16.92,206.76,0.76,1.06,,
2254,2269,1248067,5382,immortal,1461,7269,417,6483,1344416,17.43,207.38,0.83,1.12,,
2255,2265,1125836,3918,immortal,1258,5851,380,5862,1110769,15.40,189.49,0.67,1.00,,
2256,2261,1413502,4747,immortal,1791,7425,447,7369,1380100,16.61,187.28,0.64,1.01,,
2257,2259,1178953,4911,immortal,1436,5982,367,6109,1109743,16.30,181.66,0.80,0.98,,
2258,2257,1269903,4257,immortal,1318,6378,426,6624,1236779,14.97,186.71,0.64,0.96,,
2259,2249,963749,3669,immortal,1142,4649,277,4885,896848,16.78,183.59,0.75,0.95,,
2260,2241,903129,3922,immortal,1073,4937,285,4702,898062,17.32,191.00,0.83,1.05,,
2261,2240,1046685,3982,immortal,1293,5727,317,5433,1088560,18.07,200.36,0.73,1.05,,
2262,2234,1351496,4642,immortal,1519,7609,458,7125,1437870,16.61,201.81,0.65,1.07,,
2263,2233,975905,3343,immortal,1126,4683,361,5139,906804,12.97,176.46,0.65,0.91,,
2264,2232,963095,3782,immortal,1193,5045,299,5039,957533,16.87,190.02,0.75,1.00,,
2265,2231,1268777,4322,immortal,1229,5945,439,6778,1120842,13.54,165.36,0.64,0.88,,
2266,2230,1436348,5556,immortal,1547,7557,444,7262,1393225,17.02,191.85,0.77,1.04,,
2267,2228,1255256,4084,immortal,1407,6409,418,6570,1217123,15.33,185.25,0.62,0.98,,
2268,2226,1394912,5224,immortal,1257,7780,489,7256,1464773,15.91,201.87,0.72,1.07,,
2269,2221,1041439,4597,immortal,1105,5685,353,5483,1074251,16.10,195.92,0.84,1.04,,
2270,2219,1403085,5651,immortal,1618,7770,480,7207,1454820,16.19,201.86,0.78,1.08,,
2271,2216,1136634,3075,immortal,1214,5678,376,5908,1072689,15.10,181.57,0.52,0.96,,
2272,2214,1443727,4661,immortal,1676,7449,458,7497,1332450,16.26,177.73,0.62,0.99,,
2273,2210,960288,4126,immortal,1068,5511,343,5031,1051681,16.07,209.04,0.82,1.10,,
2274,2208,1068593,3679,immortal,1226,5708,365,5673,1069769,15.64,188.57,0.65,1.01,,
2275,2208,1161430,4302,immortal,1417,5881,372,5974,1147824,15.81,192.14,0.72,0.98,,
2276,2201,1199619,4832,immortal,1263,6657,387,6318,1241461,17.20,196.50,0.76,1.05,,
2277,2196,1096834,4486,immortal,1170,5795,331,5604,1116887,17.51,199.30,0.80,1.03,,
2278,2196,1107334,3744,ascendant,1194,5777,336,5713,1116891,17.19,195.50,0.66,1.01,,
2279,2195,1408458,4183,immortal,1735,7281,436,7358,1268335,16.70,172.37,0.57,0.99,,
2280,2193,1276281,5140,immortal,1430,6964,416,6755,1283943,16.74,190.07,0.76,1.03,,
2281,2193,986207,4023,immortal,1091,5600,334,5184,1061894,16.77,204.84,0.78,1.08,,
2282,2187,1144463,4432,immortal,1371,6984,397,6053,1334561,17.59,220.48,0.73,1.15,,
2283,2183,1094208,4371,immortal,1221,5814,341,5569,1099577,17.05,197.45,0.78,1.04,,
2284,2183,1103579,4189,immortal,1212,6190,349,5730,1177374,17.74,205.48,0.73,1.08,,
2285,2181,1148954,3771,immortal,1241,5351,378,5985,1049315,14.16,175.32,0.63,0.89,,
2286,2181,1193990,4247,immortal,1453,6319,368,6197,1198667,17.17,193.43,0.69,1.02,,
2287,2177,1259081,4535,immortal,1452,6202,402,6543,1190992,15.43,182.03,0.69,0.95,,
2288,2177,1253900,5735,immortal,1309,7136,446,6735,1354773,16.00,201.15,0.85,1.06,,
2289,2169,1159078,4276,immortal,1428,5656,379,6041,1070728,14.92,177.24,0.71,0.94,,
2290,2164,1330274,4819,immortal,1589,7545,431,6699,1445527,17.51,215.78,0.72,1.13,,
2291,2155,1182049,3800,immortal,1361,5853,386,6140,1118051,15.16,182.09,0.62,0.95,,
2292,2151,1389527,5837,immortal,1434,7884,433,7370,1487066,18.21,201.77,0.79,1.07,,
2293,2151,954148,3630,immortal,1122,4753,328,4952,920278,14.49,185.84,0.73,0.96,,
2294,2149,1166499,5350,immortal,1381,7012,397,6134,1315250,17.66,214.42,0.87,1.14,,
2295,2139,1088756,3957,immortal,1135,5457,348,5692,1051279,15.68,184.69,0.70,0.96,,
2296,2138,1176560,4372,ascendant,1166,6076,350,6026,1139164,17.36,189.04,0.73,1.01,,
2297,2131,998980,5065,immortal,1022,7248,360,5189,1320605,20.13,254.50,0.98,1.40,,
2298,2129,1043010,4705,immortal,1096,6164,358,5485,1160802,17.22,211.63,0.86,1.12,,
2299,2126,1367948,5453,immortal,1568,7275,472,7246,1398535,15.41,193.01,0.75,1.00,,
2300,2125,1146977,4563,immortal,1315,6262,360,5946,1176669,17.39,197.89,0.77,1.05,,
2301,2123,1208658,4265,immortal,1376,5772,377,6276,1134617,15.31,180.79,0.68,0.92,,
2302,2123,1178205,4787,immortal,1424,6404,388,6193,1208971,16.51,195.22,0.77,1.03,,
2303,2122,1243575,4722,immortal,1513,6780,392,5928,1276468,17.30,215.33,0.80,1.14,,
2304,2119,1083500,4285,immortal,1253,6398,361,5591,1209479,17.72,216.33,0.77,1.14,,
2305,2117,995359,3452,immortal,1207,4879,314,5051,950061,15.54,188.09,0.68,0.97,,
2306,2111,1300759,5579,immortal,1365,7214,427,6703,1370553,16.89,204.47,0.83,1.08,,
2307,2104,962977,3941,immortal,1203,5552,332,5080,1056819,16.72,208.04,0.78,1.09,,
2308,2101,1188884,4230,immortal,1281,6309,385,6323,1213285,16.39,191.88,0.67,1.00,,
2309,2098,1275435,5400,immortal,1445,7124,442,6787,1357864,16.12,200.07,0.80,1.05,,
2310,2097,1102522,3416,immortal,1277,5960,355,5745,1140795,16.79,198.57,0.59,1.04,,
2311,2091,1280790,5205,immortal,1332,6686,425,6730,1250145,15.73,185.76,0.77,0.99,,
2312,2089,1044505,3788,immortal,1273,5381,362,5559,1042798,14.86,187.59,0.68,0.97,,
2313,2086,1325902,5526,immortal,1389,7495,441,6830,1434860,17.00,210.08,0.81,1.10,,
2314,2086,963515,4753,immortal,1104,6027,350,5051,1121268,17.22,221.99,0.94,1.19,,
2315,2085,1113906,3680,immortal,1371,5634,358,5930,1048778,15.74,176.86,0.62,0.95,,
2316,2081,1207752,4631,immortal,1315,6683,422,6398,1281292,15.84,200.26,0.72,1.04,,
2317,2078,1185371,4355,immortal,1213,6634,419,6144,1248881,15.83,203.27,0.71,1.08,,
2318,2076,1079559,4072,immortal,1160,5799,332,5651,1074695,17.47,190.18,0.72,1.03,,
2319,2076,1003114,3633,immortal,1065,4773,325,5262,915107,14.69,173.91,0.69,0.91,,
2320,2075,944468,3865,immortal,1001,5608,337,4911,1045843,16.64,212.96,0.79,1.14,,
2321,2072,1169191,3765,immortal,1156,5588,366,6202,1089422,15.27,175.66,0.61,0.90,,
2322,2066,1180761,4304,immortal,1528,5888,386,6244,1138515,15.25,182.34,0.69,0.94,,
2323,2064,1104275,4538,immortal,1018,6331,375,5828,1195660,16.88,205.16,0.78,1.09,,
2324,2062,1113359,4421,immortal,1288,6072,357,5608,1135480,17.01,202.48,0.79,1.08,,
2325,2062,1193497,3510,immortal,1398,5873,370,6277,1137328,15.87,181.19,0.56,0.94,,
2326,2061,1119001,4007,immortal,1313,5343,360,5882,1039963,14.84,176.80,0.68,0.91,,
2327,2057,1195140,4052,immortal,1317,5835,376,6299,1142249,15.52,181.34,0.64,0.93,,
2328,2053,1147297,4496,immortal,1182,6083,375,5992,1140727,16.22,190.38,0.75,1.02,,
2329,2047,946280,3490,immortal,1175,4684,321,4995,893783,14.59,178.94,0.70,0.94,,
2330,2043,1401910,5338,immortal,1553,7191,445,7122,1318031,16.16,185.06,0.75,1.01,,
2331,2041,853836,3737,immortal,1087,4798,292,4557,930285,16.43,204.14,0.82,1.05,,
2332,2039,1148970,4445,immortal,1419,5761,363,5967,1098358,15.87,184.07,0.74,0.97,,
2333,2038,930086,3662,immortal,1054,5486,326,4868,1074671,16.83,220.76,0.75,1.13,,
2334,2037,1225618,4959,immortal,1375,6696,410,6403,1251086,16.33,195.39,0.77,1.05,,
2335,2035,1320320,5082,immortal,1551,6603,405,6823,1228949,16.30,180.12,0.74,0.97,,
2336,2032,1001297,4017,immortal,1303,5789,341,5314,1101499,16.98,207.28,0.76,1.09,,
2337,2031,1301906,7538,immortal,1346,8585,439,6714,1596600,19.56,237.80,1.12,1.28,,
2338,2030,1315953,5451,immortal,1335,7056,428,6879,1327241,16.49,192.94,0.79,1.03,,
2339,2027,1259385,5495,immortal,1494,7576,428,6818,1420553,17.70,208.35,0.81,1.11,,
2340,2025,1215169,4255,immortal,1320,5929,394,6249,1146686,15.05,183.50,0.68,0.95,,
2341,2021,1276505,5135,immortal,1409,6943,429,6771,1281268,16.18,189.23,0.76,1.03,,
2342,2018,1062630,4248,immortal,1151,5709,357,5616,1078637,15.99,192.06,0.76,1.02,,
2343,2017,1047882,3792,immortal,1275,5399,336,5348,1048255,16.07,196.01,0.71,1.01,,
2344,2015,1120404,4463,immortal,1414,6359,356,5865,1186882,17.86,202.37,0.76,1.08,,
2345,2013,1164239,4219,immortal,1275,5979,389,6143,1127938,15.37,183.61,0.69,0.97,,
2346,2013,897357,3158,immortal,871,4873,305,4710,954370,15.98,202.63,0.67,1.03,,
2347,2011,1153936,4769,immortal,1396,6481,371,5927,1214286,17.47,204.87,0.80,1.09,,
2348,2008,1104720,4261,immortal,1268,6178,376,5734,1171124,16.43,204.24,0.74,1.08,,
2349,1995,1213528,4078,immortal,1211,6996,422,6256,1332876,16.58,213.06,0.65,1.12,,
2350,1993,909874,3101,immortal,1014,4645,328,4841,885151,14.16,182.84,0.64,0.96,,
2351,1991,1186775,4420,immortal,1440,6233,378,6267,1178304,16.49,188.02,0.71,0.99,,
2352,1991,1387570,4461,immortal,1681,6859,426,7167,1310053,16.10,182.79,0.62,0.96,,
2353,1990,1122804,3521,immortal,1203,5748,379,5893,1098551,15.17,186.42,0.60,0.98,,
2354,1982,1214139,4962,immortal,1593,6506,388,6402,1240191,16.77,193.72,0.78,1.02,,
2355,1981,1182027,4828,ascendant,1204,6275,386,6174,1195243,16.26,193.59,0.78,1.02,,
2356,1981,1145061,4141,immortal,1314,6179,381,5791,1171260,16.22,202.26,0.72,1.07,,
2357,1979,965229,3232,immortal,1262,4547,286,5132,884580,15.90,172.37,0.63,0.89,,
2358,1975,1033278,3671,immortal,1197,5495,352,5402,1044284,15.61,193.31,0.68,1.02,,
2359,1975,1038528,4409,immortal,1415,5663,317,5393,1047166,17.86,194.17,0.82,1.05,,
2360,1973,1108869,4107,immortal,1229,5921,345,5690,1134945,17.16,199.46,0.72,1.04,,
2361,1966,1181719,4724,immortal,1203,6320,402,6217,1202278,15.72,193.39,0.76,1.02,,
2362,1966,1059552,4626,immortal,1233,6221,337,5474,1136378,18.46,207.60,0.85,1.14,,
2363,1962,1113621,4265,immortal,1418,6128,373,5812,1159599,16.43,199.52,0.73,1.05,,
2364,1959,1236821,4915,immortal,1431,7547,417,6502,1342152,18.10,206.42,0.76,1.16,,
2365,1954,1325204,4782,immortal,1603,6293,402,6888,1161992,15.65,168.70,0.69,0.91,,
2366,1954,1141272,4718,immortal,1243,6674,392,5987,1267451,17.03,211.70,0.79,1.11,,
2367,1952,1070320,4481,immortal,1277,5973,361,5654,1124099,16.55,198.81,0.79,1.06,,
2368,1952,1088501,3784,immortal,1185,5889,377,5785,1120493,15.62,193.69,0.65,1.02,,
2369,1946,1123454,4933,immortal,1094,6536,377,5784,1225213,17.34,211.83,0.85,1.13,,
2370,1945,1636984,7991,immortal,1773,9453,495,8391,1781241,19.10,212.28,0.95,1.13,,
2371,1940,1197062,5111,immortal,1496,6831,364,6221,1286471,18.77,206.79,0.82,1.10,,
2372,1939,1234685,4747,immortal,1193,6576,403,6237,1279772,16.32,205.19,0.76,1.05,,
2373,1938,1219270,4133,immortal,1434,5730,371,6411,1090058,15.44,170.03,0.64,0.89,,
2374,1937,929118,3848,immortal,1079,4855,315,4761,919495,15.41,193.13,0.81,1.02,,
2375,1935,1138149,4586,immortal,1381,6274,351,5931,1183736,17.87,199.58,0.77,1.06,,
2376,1933,1043973,4602,immortal,1307,6449,370,5573,1181318,17.43,211.97,0.83,1.16,,
2377,1933,1092228,3395,immortal,1056,6246,370,5439,1193739,16.88,219.48,0.62,1.15,,
2378,1932,1432117,5920,immortal,1768,7751,463,7633,1437191,16.74,188.29,0.78,1.02,,
2379,1931,942184,3088,immortal,1365,4652,294,4937,904918,15.82,183.29,0.63,0.94,,
2380,1927,992997,4008,immortal,977,5584,361,5255,1066927,15.47,203.03,0.76,1.06,,
2381,1924,1095339,5597,immortal,1285,7211,368,5707,1355503,19.60,237.52,0.98,1.26,,
2382,1922,1331406,5899,immortal,1401,7627,432,6895,1398871,17.66,202.88,0.86,1.11,,
2383,1919,1124237,4520,immortal,1185,6092,346,5489,1149212,17.61,209.37,0.82,1.11,,
2384,1919,916050,3142,immortal,1047,4549,332,4913,882366,13.70,179.60,0.64,0.93,,
2385,1918,1205899,4874,immortal,1232,6940,413,6300,1304347,16.80,207.04,0.77,1.10,,
2386,1917,1126927,5353,immortal,1233,7091,377,5934,1329587,18.81,224.06,0.90,1.19,,
2387,1916,1048176,4230,immortal,1281,5797,356,5553,1084290,16.28,195.26,0.76,1.04,,
2388,1911,1243400,4988,immortal,1459,6737,374,6328,1303173,18.01,205.94,0.79,1.06,,
2389,1898,903119,3556,immortal,963,4809,309,4676,931849,15.56,199.28,0.76,1.03,,
2390,1895,1235515,5398,immortal,1473,6857,405,6549,1274849,16.93,194.66,0.82,1.05,,
2391,1895,1173526,3888,immortal,1235,6335,377,6189,1183258,16.80,191.19,0.63,1.02,,
2392,1893,1117458,4012,immortal,1128,6176,371,5744,1189888,16.65,207.15,0.70,1.08,,
2393,1891,1385608,5905,immortal,1432,8270,450,6937,1523073,18.38,219.56,0.85,1.19,,
2394,1889,1219788,4638,immortal,1321,6422,389,6500,1196995,16.51,184.15,0.71,0.99,,
2395,1886,978985,4045,immortal,1151,5571,327,5137,1046548,17.04,203.73,0.79,1.08,,
2396,1882,906638,3124,immortal,1075,4748,300,4752,886018,15.83,186.45,0.66,1.00,,
2397,1882,864312,3221,immortal,911,4846,318,4695,936392,15.24,199.44,0.69,1.03,,
2398,1881,1170980,5147,immortal,1264,6819,401,6190,1235468,17.00,199.59,0.83,1.10,,
2399,1880,1007325,3969,immortal,1212,4950,354,5391,946030,13.98,175.48,0.74,0.92,,
2400,1877,949201,3478,immortal,1068,4981,309,5022,954779,16.12,190.12,0.69,0.99,,
2401,1877,1155801,4894,immortal,1347,6226,368,6153,1161983,16.92,188.85,0.80,1.01,,
2402,1876,968792,3495,immortal,1091,5031,334,5095,932902,15.06,183.10,0.69,0.99,,
2403,1875,1212720,5016,immortal,1399,6968,378,6213,1255314,18.43,202.05,0.81,1.12,,
2404,1875,1178223,4963,immortal,1328,6524,370,6021,1209248,17.63,200.84,0.82,1.08,,
2405,1874,858772,3362,immortal,947,4711,286,4463,907046,16.47,203.24,0.75,1.06,,
2406,1873,1304284,5115,immortal,1314,6979,424,6683,1294674,16.46,193.73,0.77,1.04,,
2407,1871,1074335,4013,immortal,1298,5599,372,5695,1070654,15.05,188.00,0.70,0.98,,
2408,1870,1020957,3934,ascendant,1125,5642,335,5407,1067688,16.84,197.46,0.73,1.04,,
2409,1870,938657,3265,immortal,939,5056,323,4896,941059,15.65,192.21,0.67,1.03,,
2410,1868,982616,3650,immortal,1196,5071,275,4939,942331,18.44,190.79,0.74,1.03,,
2411,1865,950027,3518,immortal,977,5504,351,4957,1042592,15.68,210.33,0.71,1.11,,
2412,1864,980129,4028,immortal,1071,5821,333,5095,1068572,17.48,209.73,0.79,1.14,,
2413,1863,1077661,4307,immortal,1411,6024,337,5694,1105538,17.88,194.16,0.76,1.06,,
2414,1860,1384772,5329,immortal,1515,7076,444,7343,1326148,15.94,180.60,0.73,0.96,,
2415,1859,1031129,3899,immortal,1123,5849,342,5389,1092401,17.10,202.71,0.72,1.09,,
2416,1858,1051223,4047,immortal,1137,5645,333,5440,1063930,16.95,195.58,0.74,1.04,,
2417,1858,1187917,3697,immortal,1427,6304,387,6233,1188843,16.29,190.73,0.59,1.01,,
2418,1857,1162493,4428,immortal,1375,5806,384,6047,1129441,15.12,186.78,0.73,0.96,,
2419,1857,1236288,6261,immortal,1234,7864,414,6419,1472551,19.00,229.41,0.98,1.23,,
2420,1855,1037788,3355,immortal,1070,6069,366,5301,1158864,16.58,218.61,0.63,1.14,,
2421,1855,1200852,5224,immortal,1331,6833,400,6343,1255965,17.08,198.01,0.82,1.08,,
2422,1848,1112915,3756,immortal,1138,5505,362,5652,1046278,15.21,185.12,0.66,0.97,,
2423,1847,1084220,3986,immortal,1296,5732,363,5751,1055555,15.79,183.54,0.69,1.00,,
2424,1846,1052765,4389,immortal,1141,6329,352,5498,1218215,17.98,221.57,0.80,1.15,,
2425,1844,913666,3473,immortal,1005,4978,308,4831,943333,16.16,195.27,0.72,1.03,,
2426,1838,1069470,3754,immortal,1165,5588,366,5706,1095880,15.27,192.06,0.66,0.98,,
2427,1838,1356997,5308,ascendant,1405,6868,416,7017,1283449,16.51,182.91,0.76,0.98,,
2428,1834,906634,3397,immortal,935,4643,301,4654,909322,15.43,195.39,0.73,1.00,,
2429,1828,970712,4103,immortal,1141,5608,299,5045,1058494,18.76,209.81,0.81,1.11,,
2430,1826,1363989,6294,immortal,1497,7766,438,7326,1454374,17.73,198.52,0.86,1.06,,
2431,1826,1082401,4144,immortal,1064,5980,347,5578,1125348,17.23,201.75,0.74,1.07,,
2432,1825,1266350,3950,immortal,1519,6742,392,6588,1251545,17.20,189.97,0.60,1.02,,
