players,assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage,kd_ratio,damage_per_match,headshots_per_match,kills_per_match,,
641,2707,1597672,5282,gold,1465,8209,526,8337,1595785,15.61,191.41,0.63,0.98,,
642,2706,1269409,3839,gold,1144,6890,412,6382,1330903,16.72,208.54,0.60,1.08,,
643,2698,1564220,3847,gold,1455,6704,488,8122,1295608,13.74,159.52,0.47,0.83,,
644,2687,1320950,3979,gold,1241,7060,430,7103,1349922,16.42,190.05,0.56,0.99,,
645,2684,1418981,3667,gold,1234,6839,484,7560,1354002,14.13,179.10,0.49,0.90,,
646,2673,1336809,4136,gold,1175,6633,446,6839,1277585,14.87,186.81,0.60,0.97,,
647,2670,1737292,6183,gold,1534,8853,534,8900,1680054,16.58,188.77,0.69,0.99,,
648,2660,1274700,3828,gold,1238,6048,406,6699,1199283,14.90,179.02,0.57,0.90,,
649,2651,1341905,3766,gold,1316,5786,422,6921,1142441,13.71,165.07,0.54,0.84,,
650,2648,1505604,3689,gold,1277,7295,498,7639,1368038,14.65,179.09,0.48,0.95,,
651,2646,1438031,4016,gold,1169,7864,467,7867,1484293,16.84,188.67,0.51,1.00,,
652,2644,1571712,6092,gold,1505,8406,489,8086,1576649,17.19,194.99,0.75,1.04,,
653,2642,1257377,3400,gold,1113,6440,436,6577,1259267,14.77,191.47,0.52,0.98,,
654,2641,1427626,3619,silver,1293,6880,471,7320,1327749,14.61,181.39,0.49,0.94,,
655,2636,1400215,5025,gold,1513,7337,452,7076,1412251,16.23,199.58,0.71,1.04,,
656,2630,1764491,5345,gold,1730,7199,551,9352,1373690,13.07,146.89,0.57,0.77,,
657,2617,1690855,6761,gold,1575,9866,538,8699,1833583,18.34,210.78,0.78,1.13,,
658,2615,1390017,3836,silver,1363,6330,464,7520,1175830,13.64,156.36,0.51,0.84,,
659,2599,1656441,5056,gold,1529,7545,540,8944,1453976,13.97,162.56,0.57,0.84,,
660,2590,1168575,3930,gold,1039,6608,398,6022,1255010,16.60,208.40,0.65,1.10,,
661,2585,1336009,4395,gold,1407,7459,453,6848,1457017,16.47,212.77,0.64,1.09,,
662,2584,1517486,4578,gold,1189,7309,495,7891,1421906,14.77,180.19,0.58,0.93,,
663,2584,1289796,3164,silver,1126,6372,432,6687,1230816,14.75,184.06,0.47,0.95,,
664,2583,1341903,3751,gold,1274,6268,436,7075,1233090,14.38,174.29,0.53,0.89,,
665,2581,1362005,3818,silver,1070,7812,484,6989,1460729,16.14,209.00,0.55,1.12,,
666,2575,1349232,3936,gold,1351,6452,434,7072,1250583,14.87,176.84,0.56,0.91,,
667,2574,1276480,3955,gold,1368,6320,440,6609,1203667,14.36,182.13,0.60,0.96,,
668,2571,1328614,4119,gold,1086,7594,463,6835,1468862,16.40,214.90,0.60,1.11,,
669,2571,1520799,4300,gold,1486,7306,520,8005,1369603,14.05,171.09,0.54,0.91,,
670,2568,1744616,5639,platinum,1794,8144,538,9162,1546039,15.14,168.74,0.62,0.89,,
671,2568,1679613,4017,gold,1346,9673,581,8817,1781344,16.65,202.04,0.46,1.10,,
672,2566,1427477,4300,gold,1238,7726,506,7339,1415891,15.27,192.93,0.59,1.05,,
673,2562,1471244,4474,gold,1422,7151,471,7662,1374746,15.18,179.42,0.58,0.93,,
674,2557,1737747,5290,gold,1467,9367,539,8716,1793851,17.38,205.81,0.61,1.07,,
675,2557,1400304,4587,gold,1318,7225,437,7228,1404235,16.53,194.28,0.63,1.00,,
676,2553,1370757,4964,gold,1203,6881,429,7158,1329305,16.04,185.71,0.69,0.96,,
677,2549,1680779,5321,gold,1397,9502,549,8625,1760998,17.31,204.17,0.62,1.10,,
678,2545,1275803,3797,gold,1082,6387,431,6521,1233102,14.82,189.10,0.58,0.98,,
679,2543,1352024,4640,gold,1214,6797,470,7104,1311325,14.46,184.59,0.65,0.96,,
680,2537,1537406,4901,gold,1290,7935,505,7725,1509759,15.71,195.44,0.63,1.03,,
681,2530,1495225,4915,gold,1274,7804,507,7754,1498896,15.39,193.31,0.63,1.01,,
682,2525,1356015,4005,gold,1125,7520,477,7110,1390857,15.77,195.62,0.56,1.06,,
683,2518,1550117,5101,gold,1439,7710,494,8051,1517377,15.61,188.47,0.63,0.96,,
684,2512,1296211,4023,gold,1405,6991,408,6695,1291986,17.13,192.98,0.60,1.04,,
685,2507,1368026,4882,gold,1237,7591,450,6995,1417985,16.87,202.71,0.70,1.09,,
686,2505,1674034,6738,gold,1372,9986,531,8347,1855814,18.81,222.33,0.81,1.20,,
687,2505,1339490,3509,gold,1317,6640,450,6876,1269032,14.76,184.56,0.51,0.97,,
688,2505,1344264,4621,gold,1187,7009,449,7010,1368762,15.61,195.26,0.66,1.00,,
689,2503,1567265,4266,gold,1363,7918,465,7911,1442976,17.03,182.40,0.54,1.00,,
690,2503,1411270,3280,gold,1195,7523,474,6962,1434539,15.87,206.05,0.47,1.08,,
691,2500,1447416,5177,platinum,1431,7263,484,7721,1437545,15.01,186.19,0.67,0.94,,
692,2492,1474591,3601,gold,1299,6690,484,7639,1351756,13.82,176.95,0.47,0.88,,
693,2481,1357476,3650,gold,1136,6747,477,7246,1256663,14.14,173.43,0.50,0.93,,
694,2481,1305115,3857,silver,1167,6880,457,6844,1288880,15.05,188.32,0.56,1.01,,
695,2468,1454673,4657,gold,1361,6835,469,7593,1326019,14.57,174.64,0.61,0.90,,
696,2464,1308138,3345,silver,1213,6764,481,6821,1236483,14.06,181.28,0.49,0.99,,
697,2461,1572829,5233,gold,1382,7170,558,8357,1367739,12.85,163.66,0.63,0.86,,
698,2461,1353064,3817,gold,1362,6781,418,6931,1315146,16.22,189.75,0.55,0.98,,
699,2457,1466532,4697,gold,1320,7811,505,7716,1501465,15.47,194.59,0.61,1.01,,
700,2457,1360116,3684,platinum,1339,6002,448,7014,1182178,13.40,168.55,0.53,0.86,,
701,2455,1583277,5959,gold,1519,7977,527,8220,1455679,15.14,177.09,0.72,0.97,,
702,2451,1639453,5492,gold,1562,8322,528,8618,1552493,15.76,180.15,0.64,0.97,,
703,2449,1375069,3848,gold,1219,6934,445,7097,1351169,15.58,190.39,0.54,0.98,,
704,2447,1341829,5273,gold,1154,7925,494,7145,1547740,16.04,216.62,0.74,1.11,,
705,2446,1294090,3441,gold,1120,7119,408,6469,1357820,17.45,209.90,0.53,1.10,,
706,2443,1591759,6111,gold,1543,8711,533,8222,1558965,16.34,189.61,0.74,1.06,,
707,2443,1304528,4036,gold,1145,7286,426,6748,1430764,17.10,212.03,0.60,1.08,,
708,2442,1262833,3766,gold,1074,6479,415,6577,1240323,15.61,188.58,0.57,0.99,,
709,2435,1294792,4931,gold,1208,6706,432,6893,1277742,15.52,185.37,0.72,0.97,,
710,2435,1463967,4906,gold,1350,7400,454,7652,1440858,16.30,188.30,0.64,0.97,,
711,2433,1324115,3655,gold,1137,6402,415,6743,1225541,15.43,181.75,0.54,0.95,,
712,2428,1505879,4449,gold,1347,7803,476,7708,1507366,16.39,195.56,0.58,1.01,,
713,2427,1482825,4515,gold,1194,7993,496,7681,1460160,16.11,190.10,0.59,1.04,,
714,2427,1388712,4255,silver,1358,6888,490,7259,1343081,14.06,185.02,0.59,0.95,,
715,2423,1635970,5067,gold,1488,7701,533,8699,1463446,14.45,168.23,0.58,0.89,,
716,2422,1399870,4481,gold,1200,7591,421,7258,1447495,18.03,199.43,0.62,1.05,,
717,2421,1359061,4286,gold,1604,6996,449,7100,1292247,15.58,182.01,0.60,0.99,,
718,2420,1409362,4228,gold,1524,6370,491,7605,1260427,12.97,165.74,0.56,0.84,,
719,2419,1288081,3537,silver,1084,6638,422,6756,1309510,15.73,193.83,0.52,0.98,,
720,2417,2011203,6995,gold,1731,9695,630,10326,1832506,15.39,177.47,0.68,0.94,,
721,2412,1390389,4106,gold,1326,6721,467,7239,1261459,14.39,174.26,0.57,0.93,,
722,2407,1575731,4995,gold,1401,7388,499,7713,1442223,14.81,186.99,0.65,0.96,,
723,2406,1466917,4477,gold,1432,7249,469,7689,1376896,15.46,179.07,0.58,0.94,,
724,2405,1484191,5115,gold,1395,8182,481,7412,1531833,17.01,206.67,0.69,1.10,,
725,2397,1350806,3926,gold,1227,7135,460,6943,1383419,15.51,199.25,0.57,1.03,,
726,2396,1372837,4522,gold,1323,7125,450,7021,1343146,15.83,191.30,0.64,1.01,,
727,2396,1382363,4163,gold,1211,7635,459,7320,1455570,16.63,198.85,0.57,1.04,,
728,2393,1172960,4686,gold,935,6362,424,6269,1203017,15.00,191.90,0.75,1.01,,
729,2391,1299755,3511,gold,1195,6697,419,6681,1274930,15.98,190.83,0.53,1.00,,
730,2389,1526533,3945,gold,1351,8985,492,7988,1594609,18.26,199.63,0.49,1.12,,
731,2375,1405935,3999,gold,1370,7479,437,7215,1385289,17.11,192.00,0.55,1.04,,
732,2375,1376979,4313,gold,1412,6914,445,7377,1287283,15.54,174.50,0.58,0.94,,
733,2374,1326767,4627,gold,1177,6921,467,6891,1356197,14.82,196.81,0.67,1.00,,
734,2374,1358211,3468,gold,950,7775,461,6819,1460876,16.87,214.24,0.51,1.14,,
735,2371,1413342,5232,gold,1337,7186,481,7779,1318082,14.94,169.44,0.67,0.92,,
736,2365,1323418,3648,gold,1102,7128,420,6532,1330503,16.97,203.69,0.56,1.09,,
737,2363,1499947,4906,gold,1412,7700,491,7526,1483084,15.68,197.06,0.65,1.02,,
738,2363,1167250,3714,gold,1124,6071,377,5924,1144318,16.10,193.17,0.63,1.02,,
739,2363,1356573,4251,gold,1237,6895,448,7247,1292720,15.39,178.38,0.59,0.95,,
740,2359,1353083,6291,gold,1246,7887,434,7079,1459646,18.17,206.19,0.89,1.11,,
741,2350,1345646,4409,gold,1149,8510,466,6872,1612743,18.26,234.68,0.64,1.24,,
742,2345,1636774,5885,gold,1471,8992,550,8615,1720244,16.35,199.68,0.68,1.04,,
743,2343,1372455,4645,gold,1192,7147,437,7301,1351357,16.35,185.09,0.64,0.98,,
744,2338,1478443,4061,gold,1237,6946,522,7633,1287237,13.31,168.64,0.53,0.91,,
745,2336,1316215,4279,gold,1132,6384,442,6991,1254143,14.44,179.39,0.61,0.91,,
746,2332,1400483,4290,gold,1128,7268,461,7168,1414132,15.77,197.28,0.60,1.01,,
747,2331,1224777,4400,gold,1199,7495,408,6353,1432280,18.37,225.45,0.69,1.18,,
748,2329,1541645,3710,gold,1158,6746,488,7571,1346185,13.82,177.81,0.49,0.89,,
749,2319,1459135,5193,gold,1312,6926,465,7507,1345379,14.89,179.22,0.69,0.92,,
750,2318,1739819,7313,gold,1691,10166,541,9004,1851773,18.79,205.66,0.81,1.13,,
751,2313,1702848,3972,gold,1418,6138,552,8873,1221887,11.12,137.71,0.45,0.69,,
752,2311,1303318,4004,gold,1219,6191,418,6879,1159785,14.81,168.60,0.58,0.90,,
753,2308,1156977,3683,gold,1215,6133,441,6250,1161774,13.91,185.88,0.59,0.98,,
754,2306,1556588,5734,gold,1531,7947,512,8009,1511099,15.52,188.68,0.72,0.99,,
755,2299,1231480,3750,gold,1175,6235,405,6466,1197784,15.40,185.24,0.58,0.96,,
756,2284,1302148,4067,gold,1167,7072,411,6649,1376331,17.21,207.00,0.61,1.06,,
757,2284,1416688,4680,gold,1349,6941,464,7307,1322097,14.96,180.94,0.64,0.95,,
758,2280,1520836,4493,gold,1615,7669,468,7741,1449099,16.39,187.20,0.58,0.99,,
759,2280,1400781,5178,gold,1137,7847,407,6842,1499271,19.28,219.13,0.76,1.15,,
760,2280,1383279,4223,gold,1259,7298,473,7510,1380339,15.43,183.80,0.56,0.97,,
761,2277,1241482,3762,gold,1234,7016,419,6490,1298553,16.74,200.09,0.58,1.08,,
762,2266,1282115,3885,gold,1118,6701,420,6686,1298335,15.95,194.19,0.58,1.00,,
763,2264,1400964,3657,silver,1208,7791,464,7234,1459920,16.79,201.81,0.51,1.08,,
764,2262,1535570,4124,platinum,1639,6666,490,8097,1241533,13.60,153.33,0.51,0.82,,
765,2244,1175844,3828,gold,1072,5829,400,6269,1144238,14.57,182.52,0.61,0.93,,
766,2244,1547067,4824,gold,1390,8098,522,7904,1504469,15.51,190.34,0.61,1.02,,
767,2244,1350226,5008,gold,1233,7610,468,7051,1393025,16.26,197.56,0.71,1.08,,
768,2243,1485594,5281,gold,1190,8003,499,7877,1500407,16.04,190.48,0.67,1.02,,
769,2237,1218857,3337,gold,1276,6431,410,6244,1212546,15.69,194.19,0.53,1.03,,
770,2235,1336535,3097,silver,943,6555,434,7055,1238442,15.10,175.54,0.44,0.93,,
771,2231,1499402,5312,gold,1427,7920,489,7839,1469714,16.20,187.49,0.68,1.01,,
772,2225,1326646,4776,gold,1205,6728,415,6844,1256647,16.21,183.61,0.70,0.98,,
773,2224,1369258,4748,gold,1127,7752,504,7318,1436578,15.38,196.31,0.65,1.06,,
774,2216,1197082,4175,gold,1108,6948,416,6263,1307821,16.70,208.82,0.67,1.11,,
775,2215,1355270,4348,gold,1120,6308,425,6897,1231485,14.84,178.55,0.63,0.91,,
776,2212,1310980,4820,gold,1229,6783,446,6681,1245098,15.21,186.36,0.72,1.02,,
777,2211,1312929,4391,gold,1139,7005,424,6989,1354726,16.52,193.84,0.63,1.00,,
778,2206,1329496,4887,gold,1048,6761,419,6735,1278372,16.14,189.81,0.73,1.00,,
779,2200,1306505,3821,gold,1245,7021,418,6681,1319640,16.80,197.52,0.57,1.05,,
780,2196,1298865,3642,gold,1340,6268,441,6873,1215810,14.21,176.90,0.53,0.91,,
781,2194,1156622,3958,gold,1002,6023,416,6184,1140432,14.48,184.42,0.64,0.97,,
782,2192,1285127,4095,gold,1182,6680,432,6649,1268657,15.46,190.80,0.62,1.00,,
783,2192,1218790,3544,gold,892,6318,384,6105,1211940,16.45,198.52,0.58,1.03,,
784,2190,1377729,4432,gold,1386,7668,423,6863,1495852,18.13,217.96,0.65,1.12,,
785,2189,1419596,5449,gold,1184,8357,464,7310,1557556,18.01,213.07,0.75,1.14,,
786,2183,1184334,4367,gold,1112,6594,387,6216,1262591,17.04,203.12,0.70,1.06,,
787,2181,1363670,3731,silver,1250,6432,436,7080,1221250,14.75,172.49,0.53,0.91,,
788,2178,1328956,4146,gold,1202,6525,439,6816,1243676,14.86,182.46,0.61,0.96,,
789,2174,1306818,4298,gold,1274,7242,426,6712,1336266,17.00,199.09,0.64,1.08,,
790,2172,1276142,3685,gold,1068,7191,430,6770,1345814,16.72,198.79,0.54,1.06,,
791,2172,1328788,3533,gold,1285,5827,429,6879,1157816,13.58,168.31,0.51,0.85,,
792,2170,1236950,3313,gold,1181,5966,389,6227,1152544,15.34,185.09,0.53,0.96,,
793,2170,1330881,4612,gold,1311,7518,437,6985,1409653,17.20,201.81,0.66,1.08,,
794,2162,1197949,4660,gold,1047,6823,412,6195,1300687,16.56,209.96,0.75,1.10,,
795,2162,1291964,3755,gold,1185,6485,405,6694,1250558,16.01,186.82,0.56,0.97,,
796,2154,1224595,3362,gold,1052,6886,427,6339,1274117,16.13,201.00,0.53,1.09,,
797,2153,1453236,4464,gold,1427,7733,506,7746,1555880,15.28,200.86,0.58,1.00,,
798,2150,1306090,4195,platinum,1205,6241,433,6805,1205647,14.41,177.17,0.62,0.92,,
799,2150,1442050,5631,gold,1339,7523,440,7433,1423235,17.10,191.48,0.76,1.01,,
800,2150,1253568,4566,gold,1121,6690,397,6581,1267283,16.85,192.57,0.69,1.02,,
801,2146,1342752,3554,gold,1194,6620,458,7115,1252614,14.45,176.05,0.50,0.93,,
802,2136,1287898,4214,silver,1485,5974,424,6925,1133643,14.09,163.70,0.61,0.86,,
803,2132,1256406,3785,gold,1154,6895,415,6390,1273358,16.61,199.27,0.59,1.08,,
804,2126,1266015,5190,gold,1052,8057,431,6477,1516248,18.69,234.10,0.80,1.24,,
805,2119,1256270,4044,gold,1212,6094,413,6534,1160772,14.76,177.65,0.62,0.93,,
806,2115,1301282,3479,gold,1227,6629,413,6655,1269475,16.05,190.76,0.52,1.00,,
807,2114,1289894,4607,gold,1233,6586,445,6735,1232022,14.80,182.93,0.68,0.98,,
808,2113,1180096,3401,silver,1036,5898,388,6110,1142543,15.20,187.00,0.56,0.97,,
809,2113,1271875,3947,gold,1167,6632,400,6424,1280481,16.58,199.33,0.61,1.03,,
810,2111,1285463,3847,gold,1039,6113,411,6736,1192524,14.87,177.04,0.57,0.91,,
811,2109,1304854,4064,silver,947,7472,394,5986,1413860,18.96,236.19,0.68,1.25,,
812,2098,1188899,3621,gold,1062,6176,423,6112,1147973,14.60,187.82,0.59,1.01,,
813,2095,1291351,3458,gold,1162,6915,417,6516,1326060,16.58,203.51,0.53,1.06,,
814,2094,1318380,3661,gold,1119,6399,444,6796,1204356,14.41,177.22,0.54,0.94,,
815,2085,1173520,3661,gold,906,6323,398,6098,1196432,15.89,196.20,0.60,1.04,,
816,2084,1342935,5551,silver,1144,7570,442,6610,1406971,17.13,212.85,0.84,1.15,,
817,2080,1428586,4107,gold,1263,6716,453,7259,1271196,14.83,175.12,0.57,0.93,,
818,2080,1411975,4855,gold,1174,6340,446,7457,1199993,14.22,160.92,0.65,0.85,,
819,2077,1263379,4424,gold,1216,6921,415,6574,1293462,16.68,196.75,0.67,1.05,,
820,2077,1277664,4284,gold,1301,6786,411,6760,1292505,16.51,191.20,0.63,1.00,,
821,2076,1275661,5004,gold,953,6897,397,6436,1310022,17.37,203.55,0.78,1.07,,
822,2062,1185290,4662,gold,1075,6675,395,6356,1254179,16.90,197.32,0.73,1.05,,
823,2061,1345370,3587,gold,1222,6992,418,7010,1303111,16.73,185.89,0.51,1.00,,
824,2060,1187354,4127,gold,1043,6347,387,6297,1206642,16.40,191.62,0.66,1.01,,
825,2059,1236527,3712,gold,1148,6416,433,6549,1233682,14.82,188.38,0.57,0.98,,
826,2058,1268249,3682,gold,1167,6473,375,6524,1228717,17.26,188.34,0.56,0.99,,
827,2057,1393722,4926,gold,1393,6715,438,7366,1314466,15.33,178.45,0.67,0.91,,
828,2057,1334009,3956,gold,1268,7163,428,6988,1421106,16.74,203.36,0.57,1.03,,
829,2056,1242482,3453,gold,1108,6730,418,6254,1256357,16.10,200.89,0.55,1.08,,
830,2054,1283677,4194,gold,1274,6361,415,6658,1227997,15.33,184.44,0.63,0.96,,
831,2052,1505293,5509,gold,1380,8039,467,7837,1527955,17.21,194.97,0.70,1.03,,
832,2049,1217994,4130,gold,1006,6530,436,6549,1269700,14.98,193.88,0.63,1.00,,
833,2041,1795985,6098,gold,1352,9784,591,9373,1844642,16.55,196.80,0.65,1.04,,
834,2034,1167398,3448,gold,1093,7097,374,6014,1324723,18.98,220.27,0.57,1.18,,
835,2029,1326442,4857,gold,921,7528,452,6850,1371651,16.65,200.24,0.71,1.10,,
836,2027,1188658,4585,platinum,1183,6637,400,6278,1242738,16.59,197.95,0.73,1.06,,
837,2026,1187387,4270,gold,1144,6596,391,6032,1239082,16.87,205.42,0.71,1.09,,
838,2026,1265508,4465,platinum,1331,6693,421,6520,1281898,15.90,196.61,0.68,1.03,,
839,2020,1276239,4294,silver,1127,7011,431,6518,1337350,16.27,205.18,0.66,1.08,,
840,2019,1325613,3534,gold,1122,6102,433,6990,1195128,14.09,170.98,0.51,0.87,,
841,2018,1370602,4822,gold,1214,6891,419,7101,1306276,16.45,183.96,0.68,0.97,,
842,2016,1340501,4128,gold,1148,6147,513,7162,1219807,11.98,170.32,0.58,0.86,,
843,2011,1261739,4065,platinum,1153,6921,409,6447,1306021,16.92,202.58,0.63,1.07,,
844,2010,1314997,3902,gold,1036,7670,451,6882,1374119,17.01,199.67,0.57,1.11,,
845,2004,1347305,4506,gold,1312,7284,447,6926,1377184,16.30,198.84,0.65,1.05,,
846,2003,1412325,5271,gold,1205,7847,476,7318,1423636,16.49,194.54,0.72,1.07,,
847,2003,1473143,3990,gold,1244,7146,450,7299,1386207,15.88,189.92,0.55,0.98,,
848,1992,1229653,3989,gold,1075,6510,410,6162,1224716,15.88,198.75,0.65,1.06,,
849,1991,1163808,3388,gold,1044,7163,375,5716,1307835,19.10,228.80,0.59,1.25,,
850,1990,1300329,4517,gold,1246,6467,457,6674,1212482,14.15,181.67,0.68,0.97,,
851,1974,1254502,4745,gold,1144,6942,398,6698,1338564,17.44,199.85,0.71,1.04,,
852,1957,1395319,5019,gold,1191,7244,460,7344,1380170,15.75,187.93,0.68,0.99,,
853,1954,1217531,4325,gold,970,7490,422,6196,1374174,17.75,221.78,0.70,1.21,,
854,1951,1205451,3503,gold,1240,6228,360,6150,1212316,17.30,197.12,0.57,1.01,,
855,1947,1257732,4298,gold,1164,6501,401,6513,1241943,16.21,190.69,0.66,1.00,,
856,1946,1226636,4820,gold,1197,6395,391,6332,1248545,16.36,197.18,0.76,1.01,,
857,1945,1277935,4732,gold,1206,7168,425,6549,1351269,16.87,206.33,0.72,1.09,,
858,1945,1417631,5247,gold,1182,7495,449,7332,1412370,16.69,192.63,0.72,1.02,,
859,1943,1180111,3603,gold,1019,5741,382,6118,1156252,15.03,188.99,0.59,0.94,,
860,1939,1181011,3828,gold,827,6112,381,6014,1142169,16.04,189.92,0.64,1.02,,
861,1932,1313300,3798,gold,904,6181,413,6444,1210764,14.97,187.89,0.59,0.96,,
862,1925,1208129,3593,gold,1043,7113,419,6280,1314965,16.98,209.39,0.57,1.13,,
863,1919,1218242,4515,gold,1025,6725,413,6438,1287579,16.28,200.00,0.70,1.04,,
864,1918,1307821,5201,silver,1292,8106,429,6680,1453886,18.90,217.65,0.78,1.21,,
865,1917,1356770,4823,gold,1158,7495,420,6805,1418165,17.85,208.40,0.71,1.10,,
866,1916,1338954,4037,gold,1185,7605,436,6974,1435594,17.44,205.85,0.58,1.09,,
867,1914,1376043,5064,gold,1393,6854,429,7045,1294302,15.98,183.72,0.72,0.97,,
868,1906,1368696,5205,gold,1097,8340,442,6514,1536624,18.87,235.90,0.80,1.28,,
869,1904,1183336,3931,gold,962,6276,385,6407,1196715,16.30,186.78,0.61,0.98,,
870,1901,1231388,4288,gold,1068,7016,422,6216,1304334,16.63,209.83,0.69,1.13,,
871,1900,1176336,4129,gold,997,6723,377,6162,1261707,17.83,204.76,0.67,1.09,,
872,1897,1195257,3373,gold,1149,6315,385,6450,1216328,16.40,188.58,0.52,0.98,,
873,1894,1552505,5935,gold,1324,8485,489,7937,1637480,17.35,206.31,0.75,1.07,,
874,1892,1226425,3357,gold,982,6636,405,6334,1213302,16.39,191.55,0.53,1.05,,
875,1888,1252169,4032,gold,1126,6392,409,6660,1216296,15.63,182.63,0.61,0.96,,
876,1880,1268647,3851,gold,1105,6483,410,6453,1263308,15.81,195.77,0.60,1.00,,
877,1879,1161368,3561,gold,1024,6643,416,5999,1238455,15.97,206.44,0.59,1.11,,
878,1879,1182227,3975,gold,1088,6127,357,6170,1220088,17.16,197.75,0.64,0.99,,
879,1874,1464849,5318,gold,1170,8443,484,7682,1583908,17.44,206.18,0.69,1.10,,
880,1868,1206370,3491,gold,1226,6050,381,6251,1159687,15.88,185.52,0.56,0.97,,
881,1866,1246254,4285,gold,1035,6498,412,6549,1255798,15.77,191.75,0.65,0.99,,
882,1864,1264705,3425,gold,1236,6245,406,6622,1208828,15.38,182.55,0.52,0.94,,
883,1861,1660303,5836,gold,1451,8043,487,8402,1558251,16.52,185.46,0.69,0.96,,
884,1850,1373351,4089,gold,1147,7232,439,6956,1396001,16.47,200.69,0.59,1.04,,
885,1849,1267729,3734,gold,1199,6052,421,6647,1151251,14.38,173.20,0.56,0.91,,
886,1847,1183624,4302,gold,924,6128,382,6057,1156057,16.04,190.86,0.71,1.01,,
887,1845,1338996,4182,gold,1241,7655,430,6813,1426684,17.80,209.41,0.61,1.12,,
888,1843,1283139,4260,gold,1003,6485,409,6573,1217398,15.86,185.21,0.65,0.99,,
889,1836,1299275,5023,gold,1242,7449,421,6857,1378075,17.69,200.97,0.73,1.09,,
890,1833,1214498,4586,gold,1102,6388,384,6507,1226351,16.64,188.47,0.70,0.98,,
891,1830,1167561,3338,gold,975,7733,376,6011,1444346,20.57,240.28,0.56,1.29,,
892,1829,1258933,4093,gold,1044,6374,384,6564,1245142,16.60,189.69,0.62,0.97,,
893,1823,1516348,5501,gold,1437,7629,478,7878,1393331,15.96,176.86,0.70,0.97,,
894,1816,1400387,5249,gold,1315,7093,445,7492,1322509,15.94,176.52,0.70,0.95,,
895,1813,1568948,4441,gold,1437,7835,500,8175,1447330,15.67,177.04,0.54,0.96,,
896,1787,1340259,4230,gold,1246,6530,401,6917,1243794,16.28,179.82,0.61,0.94,,
897,1785,1177553,4648,gold,1167,7193,377,6088,1346032,19.08,221.10,0.76,1.18,,
898,1781,1167867,4714,gold,1110,6931,372,6139,1315093,18.63,214.22,0.77,1.13,,
899,1780,1170085,4666,platinum,1155,6323,385,6115,1186565,16.42,194.04,0.76,1.03,,
900,1778,1206926,4227,gold,1069,6543,392,6325,1210963,16.69,191.46,0.67,1.03,,
901,1773,1360356,5654,gold,1285,7835,453,7091,1492795,17.30,210.52,0.80,1.10,,
902,1771,1235942,4172,gold,1097,6624,401,6485,1240222,16.52,191.24,0.64,1.02,,
903,1770,1873109,6324,gold,1758,10180,601,9538,1811253,16.94,189.90,0.66,1.07,,
904,1752,1216959,4295,gold,1025,6419,394,6545,1259131,16.29,192.38,0.66,0.98,,
905,1751,1261577,4239,gold,1329,6733,408,6596,1281352,16.50,194.26,0.64,1.02,,
906,1751,1174322,4031,gold,1378,6018,371,5989,1140393,16.22,190.41,0.67,1.00,,
907,1751,1221599,4586,gold,1156,6710,380,6220,1267040,17.66,203.70,0.74,1.08,,
908,4298,1793887,3506,platinum,1770,7026,573,9423,1412036,12.26,149.85,0.37,0.75,,
909,3716,1791284,4969,platinum,1748,7857,570,8831,1533066,13.78,173.60,0.56,0.89,,
910,3584,1867991,4806,gold,1626,9695,622,9441,1785330,15.59,189.10,0.51,1.03,,
911,3512,2374888,7308,diamond,2387,10808,719,12072,2044703,15.03,169.38,0.61,0.90,,
912,3435,1745056,4880,platinum,1468,8293,510,8903,1528248,16.26,171.66,0.55,0.93,,
913,3404,1794507,4976,platinum,1678,8136,594,9463,1550050,13.70,163.80,0.53,0.86,,
914,3348,1322099,3785,platinum,1493,6796,455,6887,1322962,14.94,192.10,0.55,0.99,,
915,3289,1420402,4250,platinum,1311,6509,463,7050,1251615,14.06,177.53,0.60,0.92,,
916,3288,1739104,3858,platinum,1809,7565,558,9082,1463759,13.56,161.17,0.42,0.83,,
917,3282,1382395,3767,platinum,1347,6376,454,7214,1179532,14.04,163.51,0.52,0.88,,
918,3275,1549352,3976,gold,1484,6977,532,8188,1357298,13.11,165.77,0.49,0.85,,
919,3216,1509627,3709,platinum,1502,6813,480,7953,1325549,14.19,166.67,0.47,0.86,,
920,3186,1522624,5350,gold,1400,8250,550,7896,1592634,15.00,201.70,0.68,1.04,,
921,3080,1571392,4176,platinum,1371,7600,510,8064,1461539,14.90,181.24,0.52,0.94,,
922,3058,1726390,3967,platinum,1497,8019,554,8820,1550803,14.47,175.83,0.45,0.91,,
923,3045,1550675,4492,platinum,1389,8003,544,8289,1509302,14.71,182.08,0.54,0.97,,
924,3035,1827418,6070,diamond,1838,8823,594,9345,1658419,14.85,177.47,0.65,0.94,,
925,3032,1499196,5504,gold,1470,8146,527,7893,1479123,15.46,187.40,0.70,1.03,,
926,3031,1228236,3575,platinum,1175,5855,424,6416,1127193,13.81,175.68,0.56,0.91,,
927,3026,1441762,4065,platinum,1402,7348,458,7658,1419874,16.04,185.41,0.53,0.96,,
928,3024,1381341,4865,platinum,1279,6971,444,7237,1354252,15.70,187.13,0.67,0.96,,
929,3020,1425821,3939,platinum,1452,7282,459,7635,1423007,15.86,186.38,0.52,0.95,,
930,3016,1508397,4338,platinum,1430,8078,562,8052,1486967,14.37,184.67,0.54,1.00,,
